word,common,prefix,distinct
tavern,2813,955,1677
thank,72,-1,-1
that,0,0,0
thaw,4041,-1,-1
theater,1003,-1,732
theatrics,5721,-1,-1
thee,1551,-1,-1
theft,1377,-1,945
theme,628,-1,-1
theology,1817,-1,-1
theorize,6091,-1,3100
thermal,1552,-1,1030
thermos,5804,-1,2960
thesaurus,5107,-1,2677
these,8,8,8
thesis,1530,-1,1021
thespian,6444,-1,-1
thicken,5627,-1,-1
thicket,5687,-1,-1
thickness,2240,-1,1393
thieving,5563,-1,-1
thievish,7598,-1,3660
thigh,2295,-1,1415
thimble,6113,-1,-1
thing,38,-1,-1
think,6,6,6
thinly,3716,-1,-1
thinner,2781,-1,-1
thinness,6398,-1,-1
thinning,4190,-1,-1
thirstily,7546,-1,-1
thirsting,6504,-1,3266
thirsty,2267,-1,-1
thirteen,1886,-1,1211
thirty,956,-1,699
thong,4109,-1,-1
thorn,3036,-1,1780
those,20,20,-1
thousand,600,-1,-1
thrash,4146,-1,-1
thread,867,500,642
threaten,1771,-1,-1
threefold,5688,-1,2905
thrift,3304,-1,1895
thrill,2323,-1,-1
thrive,2296,-1,1416
thriving,2602,-1,-1
throat,1073,-1,-1
throbbing,4276,-1,-1
throng,5336,-1,-1
throttle,3071,-1,1792
throwaway,5444,-1,2809
throwback,3784,-1,2114
thrower,5050,-1,-1
throwing,927,-1,681
thud,5051,-1,-1
thumb,1604,-1,1060
thumping,4110,-1,-1
thursday,629,-1,-1
thus,340,261,288
thwarting,5657,1296,-1
thyself,5203,1256,-1
tiara,4792,1202,2553
tibia,5052,1239,2655
tidal,2381,881,1458
tidbit,6027,-1,3064
tidiness,7024,-1,-1
tidings,5473,-1,-1
tidy,2873,-1,-1
tiger,1074,568,769
tighten,2933,-1,1729
tightly,2213,-1,-1
tightness,4856,-1,-1
tightrope,5597,-1,-1
tightwad,7321,-1,3581
tigress,6335,-1,-1
tile,2324,-1,-1
tiling,5171,-1,-1
till,444,312,365
tilt,2491,-1,-1
timid,3785,-1,2115
timing,1096,574,780
timothy,2065,-1,1296
tinderbox,6920,-1,3427
tinfoil,6140,-1,3124
tingle,5172,-1,-1
tingling,4357,-1,-1
tingly,6213,-1,-1
tinker,3682,-1,2068
tinkling,6272,-1,-1
tinsel,5805,-1,2961
tinsmith,7307,-1,-1
tint,3893,-1,-1
tinwork,7729,-1,-1
tiny,630,405,501
tipoff,6827,-1,3386
tipped,2462,895,-1
tipper,5869,-1,-1
tipping,2782,-1,-1
tiptoeing,6579,-1,3297
tiptop,7076,-1,3480
tiring,3408,1053,-1
tissue,1042,559,-1
trace,1260,-1,-1
tracing,2783,-1,-1
track,261,-1,220
traction,2159,-1,-1
tractor,2160,-1,-1
trade,192,163,159
trading,614,-1,-1
tradition,781,-1,595
traffic,398,-1,329
tragedy,1353,-1,932
trailing,2814,-1,-1
trailside,7382,-1,3604
train,295,-1,248
traitor,2406,-1,-1
trance,3007,-1,-1
tranquil,4191,-1,2282
transfer,514,-1,415
transform,1553,-1,-1
translate,1795,-1,1156
transpire,6445,-1,-1
transport,559,-1,452
transpose,6092,-1,-1
trapdoor,6214,-1,3149
trapeze,5689,-1,2906
trapezoid,6592,-1,-1
trapped,1261,-1,875
trapper,4883,-1,-1
trapping,3373,-1,-1
traps,2214,-1,-1
trash,895,-1,659
travel,278,-1,233
traverse,3305,-1,-1
travesty,4713,-1,-1
tray,2241,-1,-1
treachery,4232,-1,-1
treading,5053,-1,-1
treadmill,3475,-1,1971
treason,2010,-1,-1
treat,488,-1,393
treble,3543,-1,-1
tree,399,291,-1
trekker,6885,-1,3409
tremble,4565,-1,-1
trembling,3717,-1,2084
tremor,4527,-1,-1
trench,2382,-1,-1
trend,766,-1,-1
trespass,4322,-1,2338
triage,5078,-1,-1
trial,372,-1,-1
triangle,1796,-1,1157
tribesman,6828,-1,3387
tribunal,1914,-1,1228
tribune,2355,-1,-1
tributary,4147,-1,-1
tribute,1151,-1,814
triceps,5924,-1,-1
trickery,4884,-1,-1
trickily,7730,-1,-1
tricking,4714,-1,-1
trickle,3786,-1,-1
trickster,5147,-1,-1
tricky,1718,-1,1117
tricolor,6215,-1,3150
tricycle,5364,-1,-1
trident,3718,-1,-1
tried,176,150,146
trifle,4959,-1,-1
trifocals,7731,-1,3701
trillion,2139,-1,-1
trilogy,1967,-1,1254
trimester,4465,-1,2398
trimmer,5402,-1,-1
trimming,3862,-1,-1
trimness,7732,-1,-1
trinity,1868,-1,1200
trio,1772,-1,-1
tripod,4042,-1,2213
tripping,2900,-1,-1
triumph,1719,-1,-1
trivial,2492,-1,1515
trodden,5870,-1,-1
trolling,3164,-1,-1
trombone,4828,-1,2568
trophy,1302,-1,902
tropical,1280,-1,884
tropics,4111,-1,-1
trouble,445,313,366
troubling,2979,-1,-1
trough,3202,-1,-1
trousers,2383,-1,1459
trout,2161,-1,-1
trowel,6290,-1,3179
truce,2901,-1,1712
truck,601,-1,-1
truffle,4498,-1,2415
trump,328,-1,277
trunks,3203,-1,1849
trustable,7211,-1,-1
trustee,2432,-1,1483
trustful,6898,-1,3415
trusting,2325,-1,-1
trustless,7466,-1,-1
truth,246,205,208
try,66,64,58
tubby,5769,-1,-1
tubeless,6932,-1,-1
tubular,3822,1100,2135
tucking,5108,1245,-1
tuesday,615,399,493
tug,2980,981,1752
tuition,1698,734,-1
tulip,4043,1122,2214
tumble,3266,-1,-1
tumbling,3823,-1,-1
tummy,3204,1023,-1
turban,4885,-1,-1
turbine,2579,-1,1556
turbofan,6944,-1,-1
turbojet,6829,-1,3388
turbulent,3072,-1,1793
turf,2215,-1,1379
turkey,700,439,551
turmoil,2902,-1,1713
turret,3230,-1,1858
turtle,1839,-1,1182
tusk,4886,1219,-1
tutor,2463,896,1496
tutu,4637,-1,2484
tux,5267,1263,2736
tweak,3719,-1,2085
tweed,3787,-1,-1
tweet,1303,-1,903
tweezers,5445,-1,2810
twelve,1004,-1,733
twentieth,2112,-1,1328
twenty,587,387,472
twerp,6830,-1,3389
twice,407,293,337
twiddle,6813,-1,-1
twiddling,6553,-1,-1
twig,4600,-1,2464
twilight,2066,-1,1297
twine,4960,-1,-1
twins,1332,-1,919
twirl,5690,-1,-1
twistable,7578,-1,-1
twisted,1682,-1,1102
twister,4528,-1,-1
twisting,3073,-1,-1
twisty,5564,-1,-1
twitch,2216,-1,-1
twitter,415,-1,-1
tycoon,4112,1127,2246
tying,2433,887,1484
tyke,6774,1356,-1
udder,6554,1345,-1
ultimate,739,453,-1
ultimatum,3788,-1,2116
ultra,1180,-1,830
umbilical,4638,-1,2485
umbrella,1887,779,1212
umpire,3409,1054,1942
unabashed,5946,-1,-1
unable,640,410,-1
unadorned,6336,-1,3195
unadvised,7554,-1,-1
unafraid,5628,-1,-1
unaired,7057,-1,-1
unaligned,7013,-1,-1
unaltered,5365,-1,2774
unarmored,7112,-1,-1
unashamed,6399,-1,-1
unaudited,6555,-1,-1
unawake,7733,-1,-1
unaware,1938,-1,1242
unbaked,7285,-1,-1
unbalance,6518,-1,-1
unbeaten,3438,1058,-1
unbend,7461,-1,-1
unbent,7355,-1,3594
unbiased,3544,-1,2005
unbitten,7734,-1,-1
unblended,7401,-1,-1
unblessed,7429,-1,-1
unblock,5598,-1,-1
unbolted,7341,-1,-1
unbounded,6093,-1,-1
unboxed,6873,-1,3405
unbraided,7735,-1,-1
unbridle,7736,-1,3702
unbroken,3894,-1,-1
unbuckled,7058,-1,3476
unbundle,7444,-1,-1
unburned,6861,-1,-1
unbutton,6775,-1,3367
uncanny,3545,-1,-1
uncapped,6260,-1,-1
uncaring,5999,-1,-1
uncertain,1661,-1,-1
unchain,7123,-1,-1
unchanged,2268,-1,-1
uncharted,4078,-1,-1
uncheck,6639,-1,3318
uncivil,6580,-1,-1
unclad,7445,-1,3616
unclaimed,4919,-1,-1
unclamped,7737,-1,-1
unclasp,7523,-1,-1
uncle,846,491,628
unclip,7286,-1,-1
uncloak,7738,-1,-1
unclog,6491,-1,3260
unclothed,6899,-1,-1
uncoated,6704,-1,-1
uncoiled,7377,-1,-1
uncolored,7216,-1,3535
uncombed,7469,-1,3624
uncommon,1939,-1,-1
uncooked,5691,-1,-1
uncork,7124,-1,3500
uncorrupt,7418,-1,-1
uncounted,6749,-1,-1
uncouple,7059,-1,-1
uncouth,6141,-1,3125
uncover,3037,-1,-1
uncross,7372,-1,-1
uncrown,7739,-1,3703
uncrushed,7571,-1,-1
uncured,7163,-1,-1
uncurious,7740,-1,-1
uncurled,7556,-1,-1
uncut,3789,-1,-1
undamaged,5337,-1,-1
undated,4566,-1,-1
undaunted,5692,-1,-1
undead,3720,-1,-1
undecided,3971,-1,2186
undefined,4567,-1,-1
underage,3074,-1,-1
underarm,6418,-1,-1
undercoat,6886,-1,-1
undercook,7438,-1,-1
undercut,4358,-1,2355
underdog,3546,-1,-1
underdone,7091,-1,-1
underfed,6973,-1,3446
underfeed,7741,-1,-1
underfoot,5770,-1,-1
undergo,2092,-1,1315
undergrad,5204,-1,-1
underhand,6216,-1,3151
underline,4793,-1,-1
underling,6640,-1,-1
undermine,2520,-1,1530
undermost,7742,-1,-1
underpaid,5205,-1,-1
underpass,6041,-1,-1
underpay,7217,-1,3536
underrate,6831,-1,-1
undertake,2297,-1,1417
undertone,5893,-1,-1
undertook,3165,-1,-1
undertow,6320,-1,-1
underuse,7373,-1,-1
underwear,1720,736,1118
underwent,2521,-1,-1
underwire,6626,-1,-1
undesired,6063,-1,-1
undiluted,6505,-1,-1
undivided,4529,-1,-1
undocked,7152,-1,-1
undoing,4425,-1,-1
undone,3410,-1,-1
undrafted,5771,-1,-1
undress,5148,-1,-1
undrilled,7549,-1,-1
undusted,7743,-1,-1
undying,5013,-1,-1
unearned,5629,-1,-1
unearth,5693,-1,-1
unease,5403,-1,-1
uneasily,6492,-1,-1
uneasy,3133,-1,1821
uneatable,7566,-1,-1
uneaten,6705,-1,-1
unedited,5446,-1,2811
unelected,5447,-1,-1
unending,4887,-1,-1
unengaged,7231,-1,-1
unenvied,7744,-1,-1
unequal,3629,-1,-1
unethical,3600,-1,2030
uneven,2815,956,-1
unexpired,6657,-1,3326
unexposed,6908,-1,-1
unfailing,6173,-1,-1
unfair,1304,638,904
unfasten,7248,-1,3553
unfazed,6235,-1,3158
unfeeling,6375,-1,-1
unfiled,7528,-1,-1
unfilled,5947,-1,-1
unfitted,7360,-1,-1
unfitting,7153,-1,-1
unfixable,7218,-1,-1
unfixed,6900,-1,3416
unflawed,7583,-1,-1
unfocused,6114,-1,3113
unfold,3134,-1,1822
unfounded,3863,-1,-1
unframed,6945,-1,-1
unfreeze,6718,-1,3347
unfrosted,7524,-1,-1
unfrozen,6776,-1,-1
unfunded,5565,-1,2857
unglazed,6961,-1,-1
ungloved,7541,-1,-1
unglue,7579,-1,-1
ungodly,5014,1233,-1
ungraded,6962,-1,-1
ungreased,7439,-1,-1
unguarded,5509,-1,2836
unguided,6605,-1,-1
unhappily,6042,-1,3073
unhappy,1513,696,-1
unharmed,4277,-1,-1
unhealthy,2326,-1,1432
unheard,3411,-1,1943
unhearing,7745,-1,-1
unheated,6519,-1,-1
unhelpful,4750,-1,-1
unhidden,7532,-1,3647
unhinge,7181,-1,3522
unhitched,7416,-1,-1
unholy,4466,-1,2399
unhook,6706,-1,3341
unicorn,2841,-1,-1
unicycle,6434,-1,-1
unified,1940,-1,-1
unifier,6984,-1,-1
uniformed,4044,-1,-1
uniformly,4009,-1,2202
unify,4467,-1,-1
unimpeded,6115,-1,3114
uninjured,5806,-1,-1
uninstall,4888,-1,2590
uninsured,3864,-1,2153
uninvited,5206,-1,-1
union,227,189,190
uniquely,2842,-1,1690
unisexual,7249,-1,3554
unison,3721,-1,-1
unissued,6854,-1,-1
unit,308,-1,261
universal,790,-1,-1
universe,665,-1,527
unjustly,4961,1227,2617
unkempt,5835,-1,2981
unkind,4751,-1,2536
unknotted,7594,-1,-1
unknowing,6174,-1,-1
unknown,740,454,570
unlaced,7430,-1,-1
unlatch,7322,-1,3582
unlawful,2327,-1,1433
unleaded,6142,-1,3126
unlearned,6520,-1,-1
unleash,3267,-1,-1
unless,281,226,235
unleveled,7746,-1,-1
unlighted,7434,-1,-1
unlikable,6687,-1,-1
unlimited,1435,-1,974
unlined,6506,-1,-1
unlinked,7025,-1,-1
unlisted,5531,-1,-1
unlit,6299,-1,-1
unlivable,7092,-1,-1
unloaded,4045,-1,-1
unloader,7296,-1,-1
unlocked,2217,-1,1380
unlocking,3722,-1,-1
unlovable,6731,-1,-1
unloved,5366,-1,-1
unlovely,7194,-1,3525
unloving,6946,-1,3439
unluckily,6777,-1,-1
unlucky,2580,-1,1557
unmade,6376,-1,3216
unmanaged,6763,-1,-1
unmanned,3683,1091,2069
unmapped,7026,-1,-1
unmarked,3824,-1,-1
unmasked,5367,-1,-1
unmasking,6321,-1,-1
unmatched,4233,-1,-1
unmindful,7250,-1,3555
unmixable,7747,-1,-1
unmixed,6841,-1,-1
unmolded,7748,-1,-1
unmoral,7595,-1,-1
unmovable,7145,-1,3508
unmoved,5722,-1,-1
unmoving,6799,-1,-1
unnamable,7405,-1,-1
unnamed,2747,945,1647
unnatural,3038,-1,-1
unneeded,5836,-1,-1
unnerve,7047,-1,-1
unnerving,5207,-1,-1
unnoticed,3231,-1,1859
unopened,4920,1222,2605
unopposed,5173,-1,2699
unpack,4568,-1,2448
unpadded,7470,-1,-1
unpaid,2298,864,1418
unpainted,6300,-1,-1
unpaired,6641,-1,-1
unpaved,6301,-1,-1
unpeeled,7135,-1,-1
unpicked,7306,-1,-1
unpiloted,7575,-1,-1
unpinned,7406,-1,-1
unplanned,4192,-1,-1
unplanted,7456,-1,3619
unpleased,7590,-1,-1
unpledged,7329,-1,-1
unplowed,7395,-1,-1
unplug,4889,-1,2591
unpopular,2328,-1,-1
unproven,4890,-1,2592
unquote,6732,1354,-1
unranked,6028,-1,-1
unrated,6479,-1,-1
unraveled,6064,-1,3085
unreached,7224,-1,3540
unread,5630,-1,-1
unreal,2689,-1,-1
unreeling,7749,-1,-1
unrefined,6261,-1,-1
unrelated,2113,825,-1
unrented,7750,-1,-1
unrest,2632,-1,1589
unretired,7539,-1,-1
unrevised,7336,-1,3586
unrigged,7580,-1,-1
unripe,6556,-1,3283
unrivaled,6143,-1,-1
unroasted,7480,-1,3629
unrobed,7751,-1,-1
unroll,6606,-1,-1
unruffled,6862,-1,-1
unruly,4426,-1,2383
unrushed,7572,-1,-1
unsaddle,7752,-1,-1
unsafe,2464,-1,1497
unsaid,5694,-1,-1
unsalted,6144,-1,-1
unsaved,6673,-1,-1
unsavory,5599,-1,2870
unscathed,4752,-1,2537
unscented,6707,-1,-1
unscrew,6291,-1,3180
unsealed,5772,-1,-1
unseated,6400,-1,-1
unsecured,4148,-1,-1
unseeing,7323,-1,-1
unseemly,5750,-1,2935
unseen,2633,-1,1590
unselect,7557,-1,-1
unselfish,5600,-1,2871
unsent,7182,-1,-1
unsettled,3895,-1,-1
unshackle,7154,-1,-1
unshaken,7077,-1,3481
unshaved,7173,-1,-1
unshaven,6521,-1,-1
unsheathe,7383,-1,-1
unshipped,7591,-1,3658
unsightly,5368,-1,-1
unsigned,4079,-1,-1
unskilled,4530,-1,2430
unsliced,7550,-1,-1
unsmooth,7753,-1,-1
unsnap,7540,-1,-1
unsocial,7048,-1,3470
unsoiled,7506,-1,-1
unsold,5109,-1,-1
unsolved,3684,-1,2070
unsorted,7027,-1,-1
unspoiled,6029,-1,-1
unspoken,4080,-1,-1
unstable,1941,790,-1
unstaffed,7384,-1,-1
unstamped,7507,-1,-1
unsteady,5566,-1,-1
unsterile,7529,-1,3646
unstirred,7567,-1,3654
unstitch,7754,-1,3704
unstopped,7516,-1,-1
unstuck,6192,-1,-1
unstuffed,7755,-1,-1
unstylish,7551,-1,-1
unsubtle,6985,-1,-1
unsubtly,7581,-1,-1
unsuited,6193,-1,-1
unsure,2242,-1,-1
unsworn,7407,-1,-1
untagged,7028,-1,3463
untainted,6377,-1,-1
untaken,7408,-1,-1
untamed,5510,-1,-1
untangled,6921,-1,-1
untapped,4921,-1,-1
untaxed,6674,-1,-1
unthawed,7756,-1,-1
unthread,7757,-1,-1
untidy,5925,-1,3019
untie,6175,-1,-1
until,49,48,42
untimed,7136,-1,-1
untimely,4278,-1,-1
untitled,3865,-1,-1
untoasted,7584,-1,-1
untold,3569,-1,-1
untouched,3232,-1,1860
untracked,7232,-1,-1
untrained,4601,-1,2465
untreated,3547,-1,-1
untried,6401,-1,-1
untrimmed,7116,-1,-1
untrue,3268,-1,1876
untruth,6675,-1,-1
unturned,5567,-1,-1
untwist,7316,-1,3578
untying,6901,-1,-1
unusable,4829,-1,2569
unused,2544,-1,-1
unusual,847,492,-1
unvalued,7508,-1,-1
unvaried,7487,-1,3632
unvarying,7219,-1,3537
unveiled,2218,848,-1
unveiling,3896,-1,2161
unvented,7462,-1,-1
unviable,6593,-1,-1
unvisited,7279,-1,-1
unvocal,7758,-1,-1
unwanted,2162,835,-1
unwarlike,7759,-1,-1
unwary,6493,-1,-1
unwashed,5601,-1,-1
unwatched,7174,-1,-1
unweave,7760,-1,3705
unwed,6145,-1,3127
unwelcome,4193,-1,2283
unwell,4194,-1,2284
unwieldy,5308,-1,-1
unwilling,2384,-1,-1
unwind,4386,-1,-1
unwired,7409,-1,-1
unwitting,5807,-1,-1
unwomanly,7519,-1,-1
unworldly,7093,-1,3490
unworn,6974,-1,3447
unworried,7471,-1,-1
unworthy,3972,-1,2187
unwound,6539,-1,-1
unwoven,7761,-1,-1
unwrapped,6065,-1,-1
unwritten,4531,-1,-1
unzip,6066,1322,3086
upbeat,2874,968,1702
upchuck,7385,-1,-1
upcoming,1012,548,-1
upcountry,6955,-1,-1
update,548,374,444
upfront,3039,992,-1
upgrade,1163,600,821
upheaval,4234,-1,2300
upheld,2690,935,1616
uphill,3374,-1,1927
uphold,2903,-1,-1
uplifted,5723,-1,2923
uplifting,3570,-1,2016
upload,1662,724,1091
upon,193,164,160
upper,515,358,-1
upright,2269,859,-1
uprising,2270,-1,1402
upriver,5837,-1,-1
uproar,4113,-1,2247
uproot,5871,-1,3000
upscale,3655,-1,-1
upside,1605,716,1061
upstage,6462,-1,-1
upstairs,1942,-1,1243
upstart,5233,-1,-1
upstate,3507,-1,-1
upstream,2784,-1,-1
upstroke,7317,-1,3579
upswing,5773,-1,-1
uptake,3685,-1,-1
uptight,5110,-1,-1
uptown,3601,1082,-1
upturned,5808,-1,2962
upward,2356,876,1446
upwind,6402,-1,-1
uranium,1984,796,1267
urban,588,388,473
urchin,5369,1273,2775
urethane,6360,1334,3209
urgency,2816,-1,-1
urgent,1333,646,920
urging,2434,-1,-1
urologist,6146,-1,-1
urology,5309,1269,-1
usable,2875,-1,-1
usage,1181,606,831
useable,5926,-1,-1
used,27,27,25
uselessly,6507,-1,3267
user,549,-1,-1
usher,2934,977,1730
usual,631,406,502
utensil,6147,1328,3128
utility,1119,580,793
utilize,2243,-1,1394
utmost,2634,929,-1
utopia,3341,1044,1912
utter,1985,797,1268
vacancy,2522,-1,-1
vacant,2114,-1,1329
vacate,4195,-1,-1
vacation,928,522,-1
vagabond,5404,-1,2791
vagrancy,6494,-1,3261
vagrantly,7762,-1,-1
vaguely,3075,998,1794
vagueness,6000,-1,3054
valiant,3602,-1,-1
valid,957,-1,700
valium,4891,-1,-1
valley,516,-1,416
valuables,4359,-1,-1
value,180,153,148
vanilla,2011,803,-1
vanish,3342,-1,1913
vanity,2271,-1,-1
vanquish,5894,-1,-1
vantage,3686,-1,-1
vaporizer,6148,1329,3129
variable,1393,-1,-1
variably,6607,-1,-1
varied,1568,-1,-1
variety,489,-1,394
various,194,165,161
varmint,6778,-1,-1
varnish,4602,-1,-1
varsity,2385,-1,-1
varying,1699,-1,-1
vascular,2935,-1,-1
vaseline,5405,-1,2792
vastly,2603,923,1570
vastness,5774,-1,2944
veal,4427,1160,-1
vegan,1745,742,1133
veggie,3748,-1,2095
vehicular,4532,1175,2431
velcro,4989,-1,2626
velocity,1818,758,1169
velvet,2188,-1,1367
vendetta,4081,-1,2232
vending,3412,-1,-1
vendor,2140,-1,1343
veneering,7474,-1,-1
vengeful,4715,-1,2519
venomous,4428,-1,-1
ventricle,5532,-1,2847
venture,1135,586,-1
venue,1152,-1,-1
venus,2093,-1,1316
verbalize,6642,-1,3319
verbally,3269,-1,-1
verbose,6302,-1,3184
verdict,1569,-1,1041
verify,1915,-1,-1
verse,1281,-1,-1
version,238,-1,200
versus,1043,-1,753
vertebrae,3935,-1,-1
vertical,1334,-1,921
vertigo,4114,-1,2248
very,12,12,12
vessel,1120,581,794
vest,2299,-1,1419
veteran,1213,613,853
veto,2523,-1,-1
vexingly,7763,1372,3706
viability,3166,-1,-1
viable,1721,737,-1
vibes,2817,957,1678
vice,531,-1,-1
vicinity,2115,-1,1330
victory,504,350,406
video,83,78,73
viewable,5927,-1,-1
viewer,2189,-1,1368
viewing,1475,683,996
viewless,7764,-1,3707
viewpoint,2545,-1,-1
vigorous,3102,1007,-1
village,422,302,348
villain,1916,-1,1229
vindicate,6094,-1,3101
vineyard,2843,-1,1691
vintage,1282,629,885
violate,2244,-1,-1
violation,1335,647,-1
violator,6463,-1,3245
violet,2012,-1,1280
violin,2272,-1,-1
viper,3603,1083,2031
viral,1476,-1,997
virtual,1044,-1,-1
virtuous,3866,-1,-1
virus,896,511,660
visa,1378,-1,946
viscosity,4235,-1,2301
viscous,4922,-1,-1
viselike,7765,-1,-1
visible,944,-1,694
visibly,3343,-1,-1
vision,616,400,-1
visiting,868,-1,-1
visitor,1606,-1,1062
visor,4794,-1,-1
vista,2357,-1,-1
vitality,3270,-1,1877
vitalize,7342,-1,-1
vitally,4923,-1,-1
vitamins,2691,936,1617
vivacious,5724,-1,-1
vividly,3749,1094,2096
vividness,6855,-1,3398
vixen,4924,1223,2606
vocalist,3306,1039,1896
vocalize,6887,-1,-1
vocally,5338,-1,-1
vocation,3973,-1,-1
voice,239,199,201
voicing,3825,-1,-1
void,1607,-1,-1
volatile,2329,-1,1434
volley,3826,-1,-1
voltage,1593,-1,1054
volumes,1230,617,861
voter,1416,-1,-1
voting,632,407,503
voucher,3076,999,1795
vowed,3344,1045,1914
vowel,3548,-1,-1
voyage,1888,780,-1
wackiness,7220,1366,3538
wad,4499,1170,-1
wafer,4236,-1,-1
waffle,3630,1085,2043
waged,3974,-1,-1
wager,3205,-1,-1
wages,1153,594,815
waggle,6874,-1,3406
wagon,1869,-1,1201
wake,476,335,-1
waking,1746,-1,-1
walk,228,190,191
walmart,1747,-1,1134
walnut,2785,-1,1661
walrus,4795,-1,2554
waltz,3375,-1,1928
wand,3077,-1,-1
wannabe,3750,-1,2097
wanted,109,99,95
wanting,791,-1,-1
wasabi,5448,-1,2812
washable,5928,-1,3020
washbasin,7094,-1,-1
washboard,6522,-1,3273
washbowl,7563,-1,-1
washcloth,6419,-1,3225
washday,7509,-1,-1
washed,1436,-1,975
washer,3508,-1,-1
washhouse,7419,-1,3607
washing,1379,659,947
washout,6149,-1,-1
washroom,5339,-1,-1
washstand,7361,-1,3595
washtub,7233,-1,3542
wasp,3476,-1,1972
wasting,1417,-1,-1
watch,117,-1,100
water,62,60,54
waviness,7410,-1,-1
waving,2245,855,-1
wavy,3827,-1,-1
whacking,6030,-1,-1
whacky,6800,-1,3375
wham,5406,-1,2793
wharf,3040,993,-1
wheat,1608,-1,1063
whenever,617,401,-1
whiff,3897,1110,2162
whimsical,4360,-1,2356
whinny,6986,-1,3450
whiny,5079,-1,-1
whisking,6361,-1,3210
whoever,897,-1,661
whole,75,70,65
whomever,4279,-1,-1
whoopee,6764,-1,3363
whooping,4149,-1,-1
whoops,3206,-1,-1
why,16,16,16
wick,3509,1070,-1
widely,728,448,565
widen,3790,-1,2117
widget,4857,-1,2579
widow,1477,-1,-1
width,1594,-1,1055
wieldable,7766,-1,3708
wielder,6581,1347,-1
wife,148,131,-1
wifi,1773,-1,1143
wikipedia,1819,759,1170
wildcard,4082,-1,2233
wildcat,4500,-1,-1
wilder,3233,-1,1861
wildfire,3439,-1,-1
wildfowl,6888,-1,3410
wildland,6420,-1,-1
wildlife,1027,-1,744
wildly,2358,-1,-1
wildness,6236,-1,-1
willed,4150,-1,-1
willfully,4468,-1,2400
willing,517,359,417
willow,2407,-1,1469
willpower,4533,-1,-1
wilt,3898,-1,2163
wimp,5602,1291,-1
wince,5929,-1,-1
wincing,6337,-1,-1
wind,408,-1,338
wing,641,-1,-1
winking,5284,-1,-1
winner,438,-1,-1
winnings,3828,-1,2136
winter,356,271,301
wipe,1609,717,1064
wired,2116,-1,1331
wireless,1231,618,862
wiring,2876,-1,-1
wiry,6176,-1,3137
wisdom,1075,-1,770
wise,767,-1,-1
wish,165,142,140
wisplike,7767,-1,-1
wispy,6338,-1,3196
wistful,5631,-1,2883
wizard,1797,754,1158
wobble,4639,-1,-1
wobbling,5895,-1,-1
wobbly,4603,1183,2466
wok,5370,1274,-1
wolf,1005,545,734
wolverine,3167,-1,1836
womanhood,5111,-1,-1
womankind,6875,-1,3407
womanless,7768,-1,-1
womanlike,7769,-1,-1
womanly,6177,-1,3138
womb,2581,919,1558
woof,4280,-1,-1
wooing,5511,-1,2837
wool,1840,764,-1
woozy,6378,-1,-1
word,138,-1,-1
work,14,14,14
worried,618,-1,494
worrier,6750,-1,-1
worrisome,5112,-1,-1
worry,409,-1,339
worsening,4151,-1,2267
worshiper,6733,-1,3351
worst,329,-1,278
wound,1164,601,822
woven,2786,951,1662
wow,296,234,249
wrangle,5948,-1,-1
wrath,2386,882,-1
wreath,3440,-1,-1
wreckage,3656,-1,2055
wrecker,5930,-1,-1
wrecking,3345,1046,-1
wrench,3413,-1,-1
wriggle,5978,-1,-1
wriggly,7269,-1,3563
wrinkle,4281,-1,2315
wrinkly,6116,-1,-1
wrist,1610,-1,-1
writing,240,-1,202
written,217,182,181
wrongdoer,7029,-1,3464
wronged,4387,-1,-1
wrongful,3549,-1,2006
wrongly,3103,1008,-1
wrongness,6788,-1,-1
wrought,3168,-1,-1
xbox,1262,624,876
xerox,4685,1193,2503
yahoo,1968,793,1255
yam,4569,1179,2449
yanking,6001,1318,-1
yapping,6480,1341,-1
yard,686,435,543
yarn,2657,-1,-1
yeah,106,96,-1
yearbook,3169,-1,1837
yearling,5725,-1,-1
yearly,1917,-1,-1
yearning,3829,-1,2137
yeast,2465,-1,-1
yelling,1554,705,1031
yelp,3791,-1,2118
yen,2300,865,1420
yesterday,341,262,289
yiddish,4469,1167,2401
yield,1320,643,913
yin,3477,1065,-1
yippee,6362,1335,3211
yodel,6481,1342,3254
yoga,1232,619,863
yogurt,2582,-1,1559
yonder,4830,1209,-1
yoyo,5979,1315,3044
yummy,2844,966,-1
zap,4858,1215,2580
zealous,4753,1199,2538
zebra,3307,1040,1897
zen,2387,883,1460
zeppelin,3657,1089,2056
zero,619,402,495
zestfully,7770,-1,-1
zesty,6363,1336,3212
zigzagged,7175,1364,3520
zipfile,7771,-1,3709
zipping,5896,-1,-1
zippy,6150,-1,3130
zips,5371,1275,2776
zit,6379,1338,3217
zodiac,3271,1033,1878
zombie,1774,748,1144
zone,518,360,418
zoning,2904,-1,-1
zookeeper,6303,-1,3185
zoologist,6178,-1,-1
zoology,4010,-1,2203
zoom,2038,807,1287
