word,common,prefix,distinct
endorse,2559,-1,-1
endowment,2883,-1,-1
endpoint,4938,-1,2611
endurable,7346,-1,-1
endurance,2256,-1,-1
enduring,2442,-1,-1
energetic,2339,-1,1438
energize,5452,-1,2815
energy,145,128,122
enforced,2121,826,1335
enforcer,4726,-1,-1
engaged,745,-1,574
engaging,1364,-1,-1
engine,402,292,332
engorge,7432,-1,-1
engraved,2884,-1,-1
engraver,5642,-1,2888
engraving,3578,-1,2020
engross,7147,-1,3509
engulf,5756,-1,-1
enhance,1541,703,1024
enigmatic,4290,1145,2321
enjoyable,1826,-1,1174
enjoyably,6968,-1,-1
enjoyer,7463,-1,-1
enjoying,888,507,655
enjoyment,2075,-1,1304
enlarged,2591,-1,-1
enlarging,5643,-1,2889
enlighten,3875,-1,-1
enlisted,2223,850,-1
enquirer,5242,1259,-1
enrage,6408,-1,-1
enrich,3610,-1,2034
enroll,3112,1010,1812
enslave,5243,-1,2724
ensnare,6565,-1,-1
ensure,535,368,432
entail,3911,-1,-1
entangled,4022,-1,-1
entering,889,-1,656
entertain,2021,-1,-1
enticing,4249,-1,-1
entire,212,178,176
entitle,5608,-1,-1
entity,1387,-1,-1
entomb,7257,-1,3557
entourage,3982,-1,-1
entrap,6485,-1,3256
entree,5419,-1,-1
entrench,6486,-1,3257
entrust,5119,-1,-1
entryway,6159,-1,3134
entwine,7043,-1,-1
enunciate,6739,1355,-1
envelope,1949,791,1247
enviable,5120,-1,2680
enviably,7396,-1,-1
envious,3876,-1,-1
envision,4062,-1,-1
envoy,3023,-1,1776
envy,1991,-1,-1
enzyme,2054,809,1291
epic,988,-1,722
epidemic,2099,-1,1320
epidermal,5791,-1,-1
epidermis,5609,-1,-1
epidural,5025,-1,-1
epilepsy,3085,-1,1799
epileptic,4968,-1,2619
epilogue,4206,-1,2288
epiphany,4089,-1,2236
episode,284,227,237
equal,580,-1,467
equate,3949,-1,-1
equation,1579,-1,-1
equator,3729,-1,2087
equinox,4613,-1,2473
equipment,362,274,305
equity,1062,-1,-1
equivocal,6426,-1,3227
eradicate,3643,-1,-1
erasable,7050,-1,-1
erased,2989,983,1759
eraser,4898,-1,-1
erasure,4969,-1,-1
ergonomic,5543,1289,-1
errand,4512,-1,2423
errant,4995,-1,-1
erratic,3488,-1,1976
error,709,443,558
erupt,4808,1203,2558
escalate,3457,1062,-1
escalator,4614,-1,2474
escapable,7559,-1,-1
escapade,6126,-1,3119
escapist,6071,-1,3089
escargot,6866,-1,-1
eskimo,4692,1194,2505
esophagus,4996,1230,2628
espionage,3049,995,-1
espresso,3313,-1,-1
esquire,4291,1146,-1
essay,1170,-1,-1
essence,1559,-1,1035
essential,637,409,507
establish,821,-1,614
estate,418,299,-1
esteemed,3664,-1,2060
estimate,1085,-1,-1
estimator,5453,-1,2816
estranged,3799,-1,-1
estrogen,3420,-1,1948
etching,4207,1138,-1
eternal,1400,663,-1
eternity,2100,-1,-1
ethanol,3086,-1,1800
ether,3285,-1,-1
ethically,4292,-1,-1
ethics,1248,623,873
euphemism,4970,1229,2620
evacuate,2852,-1,-1
evacuee,7015,-1,3459
evade,3314,-1,1899
evaluate,1599,713,-1
evaluator,6201,-1,-1
evaporate,4650,-1,-1
evasion,3243,-1,-1
evasive,4543,-1,2436
even,13,13,13
everglade,7482,-1,3630
evergreen,3244,-1,1868
everybody,403,-1,333
everyday,806,-1,-1
everyone,73,-1,63
evict,4809,-1,2559
evidence,181,154,149
evident,1643,-1,-1
evil,492,-1,397
evoke,3697,-1,2076
evolution,903,514,665
evolve,2101,-1,1321
exact,761,-1,582
exalted,4124,-1,2254
example,132,119,113
excavate,5757,-1,2937
excavator,5644,-1,-1
exceeding,2610,-1,-1
exception,989,-1,723
excess,1201,-1,-1
exchange,388,285,-1
excitable,5518,-1,2842
exciting,722,-1,-1
exclaim,5274,-1,-1
exclude,2150,-1,-1
excluding,1805,-1,1162
exclusion,2415,-1,-1
exclusive,692,-1,548
excretion,5733,-1,-1
excretory,6979,-1,3449
excursion,3523,-1,-1
excusable,6281,-1,-1
excusably,7651,-1,3673
excuse,693,-1,-1
exemplary,3357,-1,1920
exemplify,5544,-1,-1
exemption,2500,901,-1
exerciser,7051,-1,3471
exert,3421,-1,-1
exes,4442,-1,2389
exfoliate,6381,1339,3219
exhale,4293,-1,-1
exhaust,2076,815,1305
exhume,6681,-1,3335
exile,1992,-1,1273
existing,481,336,388
exit,990,-1,-1
exodus,2395,884,1464
exonerate,5907,-1,3011
exorcism,5060,-1,-1
exorcist,4899,-1,2596
expand,991,-1,-1
expanse,3950,-1,-1
expansion,723,-1,-1
expansive,3358,-1,-1
expectant,4866,-1,2584
expedited,4761,-1,2541
expediter,7347,-1,-1
expel,3730,-1,2088
expend,5026,-1,2642
expenses,1016,-1,-1
expensive,541,-1,438
expert,694,-1,549
expire,2825,-1,-1
expiring,4651,-1,-1
explain,353,269,298
expletive,6072,-1,-1
explicit,1707,-1,1110
explode,2102,-1,1322
exploit,2022,-1,-1
explore,1050,-1,-1
exploring,1500,-1,-1
exponent,4867,-1,2585
exporter,3644,-1,-1
exposable,7652,-1,3674
expose,1668,-1,-1
exposure,854,-1,632
express,554,-1,448
expulsion,3245,-1,-1
exquisite,2611,925,1573
extended,594,391,-1
extending,1542,-1,1025
extent,807,-1,605
extenuate,7503,-1,-1
exterior,1827,-1,1175
external,746,-1,575
extinct,2478,-1,-1
extortion,3645,-1,2049
extradite,5958,-1,3036
extras,2649,-1,1599
extrovert,6012,-1,3061
extrude,6969,-1,-1
extruding,7052,-1,-1
exuberant,4810,1204,2560
fable,4090,-1,-1
fabric,1460,678,987
fabulous,1461,-1,988
facebook,345,264,292
facecloth,7653,-1,3675
facedown,6595,-1,3303
faceless,4762,-1,2542
facelift,4939,-1,2612
faceplate,6711,-1,3343
faceted,4900,-1,-1
facial,1423,-1,-1
facility,646,-1,-1
facing,773,-1,589
facsimile,4811,-1,2561
faction,2122,-1,-1
factoid,6766,-1,-1
factor,562,-1,453
factsheet,6818,-1,3383
factual,2612,-1,1574
faculty,1031,-1,747
fade,1950,792,1248
fading,2613,-1,-1
failing,1063,565,-1
falcon,2257,-1,1398
fall,185,156,152
false,607,-1,487
falsify,6047,-1,3076
fame,1009,-1,-1
familiar,638,-1,508
family,42,41,36
famine,2614,-1,1575
famished,6382,-1,-1
fanatic,3841,-1,-1
fancied,4208,-1,2289
fanciness,7491,-1,-1
fancy,992,-1,724
fanfare,3951,-1,2179
fang,3489,-1,-1
fanning,4294,-1,-1
fantasize,5275,-1,-1
fantastic,525,364,424
fantasy,747,-1,-1
fascism,2708,-1,-1
fastball,4513,-1,-1
faster,595,392,479
fasting,2728,-1,-1
fastness,6893,-1,-1
faucet,4443,1162,2390
favorable,1975,-1,1261
favorably,3952,-1,-1
favored,2170,-1,-1
favoring,4091,-1,-1
favorite,285,228,238
fax,2560,914,1545
feast,1733,739,1126
federal,186,157,153
fedora,4478,-1,-1
feeble,3912,-1,-1
feed,563,-1,-1
feel,41,40,35
feisty,4444,1163,2391
feline,4250,1143,-1
feminine,1828,-1,-1
feminism,1976,-1,-1
feminist,1388,660,950
feminize,7358,-1,-1
femur,4693,-1,-1
fence,1202,610,-1
fencing,2757,-1,-1
fender,3286,-1,-1
ferment,5182,-1,-1
fernlike,7654,-1,3676
ferocious,3913,-1,2168
ferocity,5027,-1,-1
ferret,4652,-1,2490
ferris,3287,-1,1888
ferry,1580,710,1047
fervor,4514,-1,2424
fester,5454,-1,-1
festival,508,354,410
festive,2709,-1,-1
festivity,6073,-1,3090
fetal,3288,-1,-1
fetch,2501,902,1520
fever,1188,608,-1
fiber,1501,692,1010
fiction,855,495,-1
fiddle,3182,-1,1843
fiddling,4901,-1,-1
fidelity,2885,969,-1
fidgeting,6249,-1,-1
fidgety,6527,-1,-1
fifteen,1343,-1,925
fifth,448,315,-1
fiftieth,5848,-1,2988
fifty,1086,-1,-1
figment,6013,-1,-1
figure,234,196,196
figurine,5183,-1,-1
filing,1515,-1,-1
filled,536,-1,433
filler,3213,-1,-1
filling,1249,-1,-1
film,154,136,130
filter,1099,-1,783
filth,3246,-1,-1
filtrate,7081,-1,-1
finale,1543,-1,-1
finalist,3113,-1,-1
finalize,5061,-1,2660
finally,166,143,141
finance,581,-1,-1
financial,221,-1,185
finch,2794,-1,1666
fineness,6528,-1,-1
finer,3289,-1,-1
finicky,6282,-1,3176
finished,312,-1,264
finisher,4163,-1,-1
finishing,1064,-1,762
finite,2224,-1,-1
finless,7520,-1,-1
finlike,7655,-1,-1
fiscally,5286,1266,-1
fit,300,237,253
five,76,71,66
flaccid,5816,-1,2968
flagman,7333,-1,3584
flagpole,5817,-1,2969
flagship,2225,-1,1385
flagstick,7498,-1,-1
flagstone,6663,-1,3329
flail,6048,-1,3077
flakily,7656,-1,-1
flaky,5121,-1,-1
flame,1484,686,-1
flammable,4063,-1,2222
flanked,3698,-1,-1
flanking,4615,-1,-1
flannels,6511,-1,3268
flap,2990,-1,-1
flaring,5519,-1,-1
flashback,3050,-1,1784
flashbulb,7098,-1,3492
flashcard,6879,-1,-1
flashily,7657,-1,-1
flashing,2416,-1,-1
flashy,3764,-1,2104
flask,3953,-1,2180
flatbed,5849,-1,2989
flatfoot,7166,-1,-1
flatly,4997,-1,2629
flatness,6344,-1,-1
flatten,4763,-1,2543
flattered,3800,-1,-1
flatterer,7107,-1,-1
flattery,4836,-1,-1
flattop,7035,-1,-1
flatware,6712,-1,3344
flatworm,7221,-1,-1
flavored,3142,-1,-1
flavorful,5734,-1,2927
flavoring,5420,-1,2798
flaxseed,6345,-1,3201
fled,1516,698,-1
fleshed,5584,-1,2865
fleshy,4727,-1,-1
flick,2561,-1,-1
flier,4971,-1,-1
flight,377,281,316
flinch,4972,-1,-1
fling,3524,-1,1993
flint,2171,-1,-1
flip,1221,-1,-1
flirt,2886,-1,-1
float,1754,746,1136
flock,2396,-1,-1
flogging,5184,-1,-1
flop,2758,-1,1649
floral,2172,-1,1355
florist,4653,-1,2491
floss,4023,-1,-1
flounder,5383,-1,-1
flyable,7138,-1,-1
flyaway,6957,-1,3443
flyer,2710,-1,1628
flying,526,365,-1
flyover,5287,-1,-1
flypaper,7289,-1,-1
foam,2151,831,-1
foe,2920,974,1720
fog,1852,768,1190
foil,2201,844,-1
folic,5610,-1,-1
folk,1189,-1,-1
follicle,5316,-1,2757
follow,182,155,150
fondling,6049,-1,-1
fondly,3954,-1,-1
fondness,4164,-1,-1
fondue,5959,-1,-1
font,2103,821,-1
food,91,85,-1
fool,1087,-1,776
footage,1051,-1,757
football,199,-1,166
footbath,7511,-1,-1
footboard,7204,-1,-1
footer,4334,-1,-1
footgear,7435,-1,-1
foothill,6127,-1,-1
foothold,4445,-1,2392
footing,2950,-1,-1
footless,7302,-1,-1
footman,6184,-1,3141
footnote,4064,-1,2223
footpad,7397,-1,-1
footpath,4728,-1,2525
footprint,2887,-1,1705
footrest,7156,-1,3513
footsie,6806,-1,3378
footsore,7547,-1,-1
footwear,3214,-1,1852
footwork,4251,-1,-1
fossil,1644,-1,1083
foster,1017,549,-1
founder,822,479,615
founding,1645,-1,1084
fountain,1829,-1,-1
fox,571,383,460
foyer,4373,1152,-1
fraction,1708,-1,-1
fracture,2369,-1,1451
fragile,1951,-1,1249
fragility,4764,-1,-1
fragment,2795,-1,-1
fragrance,2853,-1,1695
fragrant,3914,-1,-1
frail,3665,-1,-1
frame,667,424,529
framing,2711,-1,-1
frantic,3525,-1,-1
fraternal,4446,-1,2393
frayed,5317,-1,2758
fraying,6529,-1,-1
frays,7227,-1,3541
freckled,6436,-1,-1
freckles,4694,-1,2506
freebase,7222,-1,-1
freebee,7483,-1,-1
freebie,5158,-1,2694
freedom,378,-1,317
freefall,6033,-1,3067
freehand,6074,-1,3091
freeing,3290,-1,-1
freeload,7423,-1,-1
freely,1485,-1,-1
freemason,6309,-1,-1
freeness,7326,-1,-1
freestyle,2104,-1,1323
freeware,6014,-1,-1
freeway,2615,-1,1576
freewill,6693,-1,-1
freezable,7530,-1,-1
freezing,1517,-1,1017
freight,1646,-1,-1
french,213,179,177
frenzied,5276,-1,2740
frenzy,3143,-1,1826
frequency,974,-1,712
frequent,1113,-1,-1
fresh,410,-1,340
fretful,6987,-1,-1
fretted,5960,-1,3037
friction,2340,-1,1439
friday,293,-1,246
fridge,1581,-1,-1
fried,1502,-1,-1
friend,103,94,90
frighten,4400,-1,-1
frightful,5277,-1,2741
frigidity,7242,-1,3549
frigidly,7544,-1,-1
frill,6512,-1,-1
fringe,1952,-1,1250
frisbee,4837,-1,2572
frisk,4973,-1,-1
fritter,6596,-1,-1
frivolous,3877,-1,2156
frolic,5703,-1,2914
from,1,1,1
front,128,-1,110
frostbite,5185,-1,2705
frosted,4583,-1,-1
frostily,7538,-1,-1
frosting,4515,-1,-1
frostlike,7658,-1,-1
frosty,3955,-1,-1
froth,5489,-1,-1
frown,3731,-1,-1
frozen,1032,-1,748
fructose,4616,-1,2475
frugality,6128,-1,-1
frugally,6836,-1,-1
fruit,679,431,-1
frustrate,4729,-1,2526
frying,3215,1025,-1
gab,5244,1260,-1
gaffe,5758,1303,2938
gag,2562,915,1546
gainfully,6630,-1,3314
gaining,1365,-1,-1
gains,1139,588,-1
gala,2443,-1,-1
gallantly,6451,-1,3238
galleria,5490,-1,2829
gallery,783,466,-1
galley,3878,-1,-1
gallon,2226,-1,1386
gallows,4401,-1,-1
gallstone,7099,-1,-1
galore,4295,-1,-1
galvanize,6513,-1,3269
gambling,1462,-1,-1
game,37,37,-1
gaming,975,-1,713
gamma,2370,-1,1452
gander,5062,1242,-1
gangly,6724,-1,-1
gangrene,5704,-1,2915
gangway,6160,-1,-1
gap,808,474,606
garage,1140,-1,-1
garbage,1270,-1,881
garden,460,322,375
gargle,6409,-1,-1
garland,3087,-1,1801
garlic,1806,-1,1163
garment,2669,-1,-1
garnet,4065,-1,2224
garnish,4544,-1,-1
garter,4812,-1,-1
gas,264,215,222
gatherer,5421,-1,2799
gathering,1141,589,807
gating,6034,-1,-1
gauging,5611,-1,-1
gauntlet,4165,1134,2272
gauze,5063,-1,2661
gave,141,124,120
gawk,6370,1337,3214
gazing,3915,1111,-1
gear,823,480,616
gecko,4998,1231,2630
geek,2616,926,1577
geiger,4838,1211,2573
gem,1925,786,1236
gender,658,420,520
generic,1401,-1,-1
generous,1222,-1,-1
genetics,1993,-1,-1
genre,1295,-1,896
gentile,4584,-1,-1
gentleman,1309,-1,907
gently,1463,-1,989
gents,4125,-1,-1
geography,1669,725,1094
geologic,3765,-1,2105
geologist,3916,-1,-1
geology,2202,-1,-1
geometric,2670,-1,-1
geometry,1896,-1,1219
geranium,5961,-1,-1
gerbil,6293,-1,3182
geriatric,4868,1216,-1
germicide,7525,-1,-1
germinate,5850,-1,2990
germless,7659,-1,-1
germproof,7660,-1,3677
gestate,7228,-1,-1
gestation,4695,-1,-1
gesture,1853,769,-1
getaway,2921,-1,1721
getting,52,50,44
getup,6185,-1,-1
giant,622,403,-1
gibberish,4813,1205,2562
giblet,7367,-1,3597
giddily,7197,-1,-1
giddiness,6935,-1,3433
giddy,3879,1108,2157
gift,449,316,368
gigabyte,5792,-1,2952
gigahertz,6998,-1,3453
gigantic,2563,916,1547
giggle,3458,-1,1962
giggling,3766,-1,2106
giggly,6597,-1,-1
gigolo,6250,-1,3163
gilled,7441,-1,-1
gills,4479,1168,-1
gimmick,3983,1117,2191
girdle,5288,1267,2747
giveaway,2796,-1,-1
given,84,79,74
giver,3956,-1,-1
giving,177,-1,-1
gizmo,5908,1313,3012
gizzard,6410,-1,-1
glacial,3315,-1,1900
glacier,2712,-1,1629
glade,5384,-1,2780
gladiator,3984,-1,2192
gladly,2444,-1,1487
glamorous,2951,-1,-1
glamour,2922,-1,1722
glance,1830,-1,-1
glancing,4654,-1,-1
glandular,5545,-1,-1
glare,3422,-1,-1
glaring,3579,-1,-1
glass,389,286,-1
glaucoma,4655,-1,2492
glazing,4656,-1,-1
gleaming,4335,1149,-1
gleeful,6310,-1,3189
glider,4374,-1,-1
gliding,4166,-1,-1
glimmer,4296,-1,2322
glimpse,2077,816,1306
glisten,6612,-1,3305
glitch,3114,-1,1813
glitter,2759,-1,-1
glitzy,6427,-1,3228
gloater,7661,-1,3678
gloating,5793,-1,-1
gloomily,7114,-1,-1
gloomy,3316,-1,1901
glorified,3842,-1,2141
glorifier,7662,-1,-1
glorify,4516,-1,-1
glorious,1464,-1,-1
glory,976,536,714
gloss,3051,-1,1785
glove,2281,-1,1406
glowing,2227,-1,-1
glowworm,7309,-1,3575
glucose,2228,-1,1387
glue,2105,822,1324
gluten,2592,-1,-1
glutinous,6613,-1,3306
glutton,6283,-1,3177
gnarly,5422,1280,2800
gnat,6264,-1,3170
goal,242,201,204
goatskin,7100,-1,3493
goes,149,132,125
goggles,3459,1063,-1
going,15,15,15
goldfish,3666,-1,2061
goldmine,5882,-1,3005
goldsmith,3917,-1,2169
golf,695,437,-1
goliath,4126,-1,-1
gonad,7082,-1,3485
gondola,4999,-1,2631
gone,167,144,-1
gong,3115,-1,-1
good,4,4,4
gooey,5159,-1,-1
goofball,6186,-1,-1
goofiness,7016,-1,-1
goofy,2729,-1,1636
google,379,-1,318
goon,4297,-1,-1
gopher,5122,1246,2681
gore,2229,-1,-1
gorged,6740,-1,3356
gorgeous,993,540,725
gory,4765,-1,-1
gosling,4585,-1,-1
gossip,1897,783,1220
gothic,2502,-1,1521
gotten,809,475,607
gout,4480,1169,-1
gown,2230,851,-1
grab,748,-1,576
graceful,3317,-1,1902
graceless,6926,-1,-1
gracious,2671,-1,1607
gradation,6371,-1,-1
graded,3116,-1,-1
grader,3699,-1,-1
gradient,3024,-1,-1
grading,3052,-1,-1
gradually,1203,-1,845
graduate,774,-1,590
graffiti,2503,-1,1522
grafted,5585,-1,2866
grafting,5350,-1,-1
grain,1271,-1,-1
granddad,5705,-1,-1
grandkid,7157,-1,3514
grandly,6498,-1,-1
grandma,1402,-1,-1
grandpa,2106,-1,1325
grandson,1977,-1,1262
granite,1953,-1,-1
granny,2617,-1,1578
granola,4766,-1,-1
grant,564,378,454
granular,4657,-1,2493
grape,2371,-1,-1
graph,1518,-1,-1
grapple,4252,-1,-1
grappling,3880,-1,-1
grasp,1688,-1,-1
grass,948,-1,-1
gratified,5962,-1,-1
gratify,6566,-1,3289
grating,4167,-1,-1
gratitude,1807,-1,-1
gratuity,5818,-1,-1
gravel,2372,-1,-1
graveness,7587,-1,3657
graves,1926,-1,-1
graveyard,2760,-1,1650
gravitate,5123,-1,-1
gravity,1204,-1,846
gravy,3025,-1,-1
gray,838,-1,-1
grazing,2991,-1,-1
greasily,7663,-1,-1
greedily,6383,-1,-1
greedless,7664,-1,3679
greedy,2231,-1,-1
green,187,158,154
greeter,6614,-1,3307
greeting,2417,-1,-1
grew,542,-1,439
greyhound,4066,-1,2225
grid,1272,625,-1
grief,1465,-1,990
grievance,4127,-1,2255
grieving,3117,-1,1814
grievous,4024,-1,-1
grill,1994,-1,1274
grimace,5909,-1,-1
grimacing,6682,-1,3336
grime,4375,-1,-1
griminess,7665,-1,-1
grimy,5455,-1,2817
grinch,5124,-1,2682
grinning,3985,-1,-1
grip,1403,-1,957
gristle,6598,-1,-1
grit,3183,-1,-1
groggily,7167,-1,-1
groggy,5910,-1,3013
groin,3732,-1,-1
groom,2564,-1,1548
groove,2258,-1,1399
grooving,6284,-1,-1
groovy,4298,-1,-1
grope,5706,-1,-1
ground,178,151,-1
grouped,2888,-1,1706
grout,5245,-1,2725
grove,1755,-1,-1
grower,4617,-1,2476
growing,313,-1,-1
growl,4168,-1,-1
grub,4253,-1,-1
grudge,3526,1072,1994
grudging,6346,-1,-1
grueling,4940,-1,-1
gruffly,7212,-1,3533
grumble,5318,-1,-1
grumbling,5064,-1,-1
grumbly,7484,-1,-1
grumpily,7272,-1,3564
grunge,4618,-1,-1
grunt,4128,-1,-1
guacamole,5000,1232,2632
guidable,7666,-1,-1
guidance,1018,-1,-1
guide,482,337,389
guiding,2341,-1,1440
guileless,7009,-1,3458
guise,3053,-1,-1
gulf,1100,577,784
gullible,4336,-1,2345
gully,4299,-1,-1
gulp,4941,-1,-1
gumball,5819,-1,2970
gumdrop,7129,-1,3503
gumminess,7667,-1,3680
gumming,7088,-1,-1
gummy,4814,1206,-1
gurgle,6784,-1,3369
gurgling,6129,-1,-1
guru,2055,810,1292
gush,5246,-1,-1
gusto,4696,1195,2507
gusty,5963,-1,-1
gutless,6015,-1,-1
guts,2173,836,1356
gutter,3359,-1,-1
guy,92,86,81
guzzler,6936,1358,-1
gyration,7183,1365,-1
habitable,4209,-1,-1
habitant,7451,-1,-1
habitat,1670,726,1095
habitual,4169,-1,-1
hacked,2056,-1,-1
hacker,2445,-1,1488
hacking,1877,776,-1
hacksaw,6075,-1,3092
had,2,2,2
haggler,7452,1370,-1
haiku,4402,1155,2372
half,85,80,75
halogen,5247,-1,2726
halt,1785,-1,-1
halved,4869,-1,-1
halves,3054,-1,1786
hamburger,3118,-1,1815
hamlet,2504,903,1523
hammock,4170,-1,2273
hamper,3733,-1,2089
hamster,3580,-1,-1
hamstring,4092,-1,2237
handbag,3216,-1,1853
handball,4300,-1,-1
handbook,1954,-1,1251
handbrake,6076,-1,-1
handcart,7065,-1,-1
handclap,7319,-1,-1
handclasp,7533,-1,3648
handcraft,6937,-1,3434
handcuff,5883,-1,-1
handed,890,508,-1
handful,1404,-1,958
handgrip,7303,-1,-1
handgun,3460,-1,1963
handheld,3423,-1,1949
handiness,7424,-1,-1
handiwork,5546,-1,2852
handlebar,6101,-1,-1
handled,1142,-1,-1
handler,2952,-1,-1
handling,936,-1,-1
handmade,2532,-1,1534
handoff,6102,-1,3105
handpick,7205,-1,3529
handprint,6819,-1,3384
handrail,6452,-1,3239
handsaw,7273,-1,-1
handset,4447,-1,-1
handsfree,7053,-1,3472
handshake,3424,-1,1950
handstand,6202,-1,3144
handwash,7290,-1,3572
handwork,6820,-1,-1
handwoven,6999,-1,3454
handwrite,7310,-1,-1
handyman,5186,-1,-1
hangnail,7265,-1,-1
hangout,4254,-1,2306
hangover,2953,-1,1738
hangup,7184,-1,-1
hankering,6161,-1,-1
hankie,7168,-1,3516
hanky,6428,-1,-1
haphazard,5423,-1,-1
happening,433,-1,356
happier,1503,-1,-1
happiest,2672,-1,-1
happily,1405,-1,-1
happiness,856,-1,633
happy,111,101,96
harbor,1327,-1,916
hardcopy,6894,-1,3413
hardcore,1689,-1,-1
hardcover,3557,-1,2010
harddisk,7458,-1,3621
hardened,2889,-1,1707
hardener,7178,-1,-1
hardening,4730,-1,-1
hardhat,7243,-1,3550
hardhead,7398,-1,-1
hardiness,6187,-1,-1
hardly,732,450,567
hardness,4067,-1,-1
hardship,2761,-1,-1
hardware,1065,-1,763
hardwired,5884,-1,-1
hardwood,3490,-1,1977
hardy,1955,-1,-1
harmful,1690,-1,1106
harmless,2123,-1,1336
harmonica,4815,-1,-1
harmonics,5289,-1,-1
harmonize,5735,-1,-1
harmony,1406,-1,959
harness,2446,-1,-1
harpist,6694,-1,3338
harsh,1344,-1,926
harvest,1560,-1,-1
hash,2565,917,-1
hassle,2730,-1,1637
haste,3389,-1,-1
hastily,3611,-1,-1
hastiness,7459,-1,-1
hasty,3646,-1,2050
hatbox,7280,-1,3567
hatchback,4767,-1,2544
hatchery,5290,-1,-1
hatchet,4403,-1,2373
hatching,4481,-1,-1
hatchling,6741,-1,-1
hate,200,169,-1
hatless,7291,-1,-1
hatred,1519,-1,1018
haunt,2826,960,-1
haven,1366,654,938
hazard,1671,727,1096
hazelnut,5385,-1,2781
hazily,7391,-1,-1
haziness,7327,-1,-1
hazing,5187,-1,-1
hazy,4171,-1,2274
headache,1691,-1,1107
headband,4697,-1,2508
headboard,6130,-1,-1
headcount,6294,-1,-1
headdress,5759,-1,2939
headed,710,-1,559
header,1898,-1,-1
headfirst,6077,-1,3093
headgear,5160,-1,2695
heading,792,-1,599
headlamp,6103,-1,3106
headless,4658,-1,-1
headlock,6265,-1,-1
headphone,3612,-1,2035
headpiece,6266,-1,-1
headrest,6437,-1,-1
headroom,5851,-1,2991
headscarf,5794,-1,2953
headset,2827,-1,-1
headsman,7348,-1,-1
headstand,7130,-1,-1
headstone,5456,-1,-1
headway,4545,-1,2437
headwear,6384,-1,-1
heap,2673,-1,1608
heat,380,282,-1
heave,5028,-1,-1
heavily,724,-1,-1
heaviness,5964,-1,-1
heaving,5215,-1,-1
hedge,2259,858,-1
hedging,4839,-1,-1
heftiness,7668,-1,-1
hefty,3425,1057,-1
helium,3217,-1,1854
helmet,1582,-1,1048
helper,3247,-1,-1
helpful,873,-1,645
helping,450,317,369
helpless,2397,-1,1465
helpline,5001,-1,-1
hemlock,5161,1250,2696
hemstitch,7669,-1,3681
hence,949,529,696
henchman,5002,-1,2633
henna,5216,-1,2715
herald,1734,-1,-1
herbal,3426,-1,-1
herbicide,5319,-1,2759
herbs,2505,-1,1524
heritage,977,-1,715
hermit,3918,-1,-1
heroics,5125,-1,-1
heroism,3734,-1,2090
herring,3026,-1,-1
herself,451,318,370
hertz,4482,-1,2406
hesitancy,6453,-1,-1
hesitant,3248,-1,1869
hesitate,2124,827,-1
hexagon,5217,1257,2716
hexagram,7000,-1,3455
hubcap,7108,1363,3495
huddle,4404,1156,-1
huddling,6759,-1,-1
huff,4255,1144,2307
hug,1442,671,978
hula,4659,-1,2494
hulk,2307,-1,-1
hull,1504,693,-1
human,112,102,97
humble,1407,-1,960
humbling,4483,-1,-1
humbly,4068,-1,-1
humid,2954,-1,1739
humiliate,4405,-1,2374
humility,2674,-1,-1
humming,3843,-1,2142
hummus,4698,-1,2509
humongous,5661,-1,2896
humorist,6295,-1,3183
humorless,6664,-1,3330
humorous,2650,-1,-1
humpback,5291,-1,2748
humped,6347,-1,3202
humvee,6203,-1,3145
hunchback,5662,-1,-1
hundredth,5292,-1,2749
hunger,1424,-1,-1
hungrily,6767,-1,-1
hungry,839,487,624
hunk,4256,-1,-1
hunter,959,-1,702
hunting,891,-1,657
huntress,5911,-1,3014
huntsman,4768,-1,-1
hurdle,3249,-1,1870
hurled,4406,-1,-1
hurler,6958,-1,-1
hurling,4172,-1,-1
hurray,5090,-1,-1
hurricane,1425,-1,967
hurried,4173,-1,-1
hurry,1345,-1,927
hurt,314,244,265
husband,270,220,228
hush,3055,-1,-1
husked,7392,-1,-1
huskiness,7593,-1,-1
hut,1995,800,-1
hybrid,1408,664,961
hydrant,5612,-1,-1
hydrated,3700,-1,2077
hydration,4025,-1,2208
hydrogen,1672,728,1097
hydroxide,5003,-1,-1
hyperlink,6325,-1,3192
hypertext,6050,-1,3078
hyphen,5820,-1,2971
hypnoses,7670,-1,3682
hypnosis,3767,-1,-1
hypnotic,4210,-1,2290
hypnotism,6285,-1,-1
hypnotist,6188,-1,-1
hypnotize,6078,-1,-1
hypocrisy,2506,904,1525
hypocrite,3291,-1,-1
ibuprofen,4942,1225,2613
ice,271,221,-1
iciness,7476,-1,-1
icing,2992,984,1760
icky,5457,1282,-1
icon,1310,640,-1
icy,2828,961,-1
idealism,4337,-1,2346
idealist,5248,-1,-1
idealize,6845,-1,-1
ideally,2232,-1,-1
idealness,7671,-1,-1
identical,1205,-1,847
identify,696,-1,-1
identity,582,385,468
ideology,1583,-1,1049
idiocy,4974,-1,2621
idiom,4816,1207,2563
idly,4943,1226,-1
igloo,5821,1308,2972
ignition,2418,-1,1472
ignore,793,470,600
iguana,5520,1284,2843
illicitly,6768,-1,3364
illusion,1756,747,1137
illusive,6599,-1,-1
image,315,245,266
imaginary,2125,-1,1337
imagines,4211,-1,-1
imaging,1786,-1,-1
imbecile,5126,1247,2683
imitate,3647,-1,2051
